Job_ID,Job_Title,Min_YOE,Est_Salary,JD_Trans,L1,L2,L3,L4,MinL,Location,VN,Remote,W_Term,W_Term_2,W_Term_3,W_Term_4,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Combined_role,Others,Last_Updated
4937,Data Analyst,1,1200,The company in Hanoi recruits the Data Analyst position to be good.,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4935,Lead Data Engineer,8,4235,HN,2.0,3,,,2,HANOI,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4934,( Senior / Expert / Senior Expert ) Data Engineer,5,2200,Techcombank Recruitment (Senior/ Expert/ Senior Expert) Data Analysta Engineer,2.0,3,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4933,Data Engineer / Data Ops,5,4500,Data Engineer/ Data Ops - HCMC; From 5 years of experience; Salary: 2500 - 4500 US Gross,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4931,Data Engineer ( Data Warehouse Modeling ),4,3070,At least 4 years of experience working as a Data Engineer,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4930,Actuarial Analyst,2,1800,2 year experience in Actuarial analyst; Bachelor/ Master in Mathematics/ Statistics/ Actuarial Science/ Finance/ Business,1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4929,Data Scientist,1,1800,"1 -year or more experience in the equivalent position; Proficient use of Python, SQL; Experienced with the Visualization Tools (Google Data Studio / Power Bi / Tableu)",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,1,0,1,0,9/10/2025
4928,Senior Business Intelligence Leader,5,3500,"You possess 5-10 years of working experience in Business Intelligence & Business Consultant; Must have: PowerBI, SQL; Prefer: Microsoft Azure, Python",2.0,3,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,9/10/2025
4927,Senior Data Engineer ( Modeling ),4,3070,At least 4 years of experience working as a Data Engineer,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4926,Data Analyst,2,1500,"2+ years of experience in data analysis, preferably in a product or marketing analytics role.",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4925,Retail Risk Execution & Control Analyst,4,2000,Minimum 4 years of experience; Knowledge in SAS/SQL/VBA/ programing languages and data analytics is highly desirable,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4923,Data Engineer ( On Google Cloud Platform Gcp ),3,3530,From 3-8 years of experience as Data Engineer,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4922,Data Analyst / Data Scientist,3,2200,"Experience at least 3 years of data analysis using Machine Learning, Statistic, using frameworks such as Scikit- Learn, Spark, Tensorflow; Experience at least 2 years working with ball tools like OAS, Power Bi ...",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,1,0,0,1,0,9/10/2025
4920,Senior Data Analyst [ Highlands Coffee ],4,2200,Minimum 4 years of experience in the similar position,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4919,Head Of Machine Learning,3,6000,"Advanced degree (Ph.D. preferred) in computer science, data science, machine learning, or a related field.",4.0,Unknown,,,4,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4918,Data Analyst,1,1500,"1+ year experience in business intelligent or sales performance improvement.; 1+ year familiars with SQL, Power BI,",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4917,Product Analyst,3,2200,3+ years working experience as a data analyst or business data analyst.,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4916,Business Intelligence Analyst,2,2200,"Experience with SQL, BI tools such as Tableau, PowerBI or QlikView, and data warehousing concepts.",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,9/10/2025
4914,Research Analyst,2,1185,"Analytical skills  modern data analysis skills, coding in Python, SQL kinh nghi?m",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4913,Data Analyst Expert,4,2500,4+ years experience in similar role.,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4912,"Senior Big Data Engineer ( Java, Python )",3,2500,You have 3+ years of experience as a data engineer or software engineer for data intensive applications.,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4911,Data Engineer,3,890,"Understand & design data models Data Warehouse according to Star-Schema Standard, Snow-Flake, Data Vault",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4909,Merchandise Data Analyst,1,1060,Minimum 1-2 Years experience in merchandising and category management in retail business and/or related field.,1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4908,Business Analysis,2,2000,"Good skills in product/ market research, data synthesis and information analysis; Proposal to build and improve the tool to support automation sales team to improve productivity",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4907,Finance Controller / Fp&A,3,1700,"Responsible for management report, analysis, comment of the result; Power BI initiative, cooperation with IT team for implementation report in kinds; Strong Excel skill is a plus.",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4906,Junior Financial Controller,2,1600,"Knowledge of accounting principles, financial reporting, data analysis, cost control & preparing management reports",1.0,Unknown,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4905,Senior Data Analyst - Hr Systems Division,7,4000,"More than seven years of experience in the relevant fields; Knowledge of the HR division's organization, system, and services",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4904,Supply Chain Analyst,3,1800,"Minimum 3 years working experience; Strong analytical, problem solving, and Excel skills (pivot tables; PowerPivot; VBA preferred)",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4902,Junior Data Engineer,1,1060,"Datx Dong Da urgently recruited Junior #Data Engineer, 1+year of experience Python Language, Salary UPTO 25M",1.0,Unknown,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4899,Database Engineer,2,1800,"At least 2 years of experience working with large and complex data warehouse systems with hands-on data architecture experience; Proven experience as a Data Engineer, Software Developer, or similar",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4898,Senior Data Analyst | Data Engineer,3,2200,"HCM/HN Open Location Senior Data Analyst and Data Engineer, Engine.",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,1,0,0,0,1,0,9/10/2025
4897,Senior Strategic Planner,3,2200,Serves as a source of data and analysis on brand and consumer issues; 3+ years hands-on experience in strategic planning/Branding;,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4894,Senior Data Engineer,3,3200,Strong SQL coding skills; Advanced Data Engineering Design Skills; Significant experience in a similar Data Engineering role,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4893,Data Management Specialist,1,1250,"At least one years experience of data collection and analysis, including designing data collection templates/questionnaires, data analysis, and data management required;",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4892,Actuarial Product Pricing Senior Analyst,3,3000,"University Degree on Actuarial Science, Statistic, Math/Software Coding; At least 3 years in Actuarial Pricing",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4891,Junior Data Analyst,3,1500,Proficiency in Excel; familiarity with quantitative data collection software/platforms,1.0,Unknown,,,1,REMOTE,1,1,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4890,Ai Engineer,3,2200,"At least 3 years in AI, Machine-Learning, Big Data, or Data-Mining development experience; Japanese onsite opportunity",2.0,Unknown,,,2,UNKNOWN,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,1,0,0,1,0,9/10/2025
4889,Machine Learning Engineer,3,3815,Demonstrated research/project experience solving unique problems with Machine Learning/Data Science based solutions,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4888,Financial Data Analyst,3,2200,At least 3 years of relevant experience with Microsoft PowerBI.,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4887,"Senior Manager, Data Science",8,7000,"Masters or PhD degree in Statistics, Mathematics, Quantitative Analysis, Computer Science, Software Engineering, Information - Technology or any other Numerical disciplines",4.0,Unknown,,,4,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4886,Business Intelligence Officer,3,1800,Strong data analysis and interpretation capabilities; Comfortable using BI software programs and related technology,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,9/10/2025
4885,Data Engineer,3,2200,At least 3 years of experience working as a Data Engineer or in a similar role,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4884,Data Engineer,3,2200,3+ years of experience as a data engineer or similar role,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4883,Data Science Intern,0,2200,Experience with translating mathematical models and algorithms into code (Python).,0.0,Unknown,,,0,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4882,Freelance Ai / Ml Engineer,3,2200,"Designing AI/ML model architectures; Developing new prototypes, concepts, and models; Implementing machine learning algorithms and libraries",2.0,Unknown,,,2,HCMC,1,0,Part-time,Freelance,Unknown,Unknown,1,0,1,0,0,1,0,9/10/2025
4881,Senior Business Intelligence,2,2200,Above 2 years of industry experience in Business Intelligence or Data Analytics role with proven business impact.,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,9/10/2025
4880,Senior Financial Analyst & Controller,5,1270,Proficiency with Excel Modeling,2.0,3,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4879,Financial Analyst,3,1060,"Advanced kinh nghi?m of Excel & analysis tools; At least 3 years of experience in accounting - auditing, financial analysis, and Big4 auditing.",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4878,Und Data Analysis Senior Executive,3,2200,"Strong MS Excel, SQL, Power BI; 3+ years' experience in similar or equivalent position.",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4877,Data Analyst,3,1200,"Proficient in using data calculation and analysis tools such as Excel, Google Spreadsheet, SQL, TableAu, Power Bi, ...",1.0,Unknown,,,1,UNKNOWN,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4876,Data Architect,15,7500,Have at least 15+ year of experience in IT and 5+ year of experience on Data Architect role?,2.0,3,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4875,Gcp Cloud Data Engineer,3,3530,From 3-8 years of experience as Data Engineer,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4874,Senior Operations Data & System Analyst,3,1000,"Knowledge of ATS, HR System, Power BI/Google Data Studio, Google Analytics is a plus",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4871,Data Engineer ( Tableau ) | Freelancer,3,2200,"hien.nt@adamosoft.com works 5-6 hours a day (of which at least 4 hours of work, priority in the morning)",2.0,Unknown,,,2,HANOI,1,0,"Part-time,",Freelance,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4870,Data Scientist,4,2330,Q4 HCM Fulltime; Recruit Data Scientist; Experience 4-5 years or more; The salary is about 45-55 m gross,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,1,0,1,0,9/10/2025
4869,Data Scientist,1,1060,"Tran Phu - Wingsmob HD hiring a Data Scientist Min position 1 year of experience, 25M salary UPTO",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,1,0,1,0,9/10/2025
4868,Data Specialist ( Urgent ),3,1355,"Male Data Specialist (Urgent); Amigo salary: 20,000,000 - 32,000,000 VND; Experience in deploying one of the solutions Data Analytics, Business Inteligence, Data Warehouse, Data Lake ...",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4865,Data Engineer,5,5000,"5+ years of experience in a Data Engineer role,",2.0,Unknown,,,2,REMOTE,1,1,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4864,Fundamental Analyst,3,1800,"Strong understanding of financial modeling, using analytic tools; Excellent analytical and quantitative skills, with strong attention to detail",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4863,Senior Data Analyst,5,1800,"Language tool: SQL (5+ years), Python (+ 3 year); Experience with Big Data (3+ years)",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4861,Data Engineer,2,2500,"25 years experience as a Platform Engineer, ML DevOps Engineer, or Data Engineer (or equivalent)",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4860,"Senior | Alm, Ftp - Financial Consulting",2,3000,"Database and programming kinh nghi?m and exposure in the use of various tools such as SQL, Oracle, R, etc. should be a privilege; Strong analytical and mathematic sense;",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4859,Senior / Lead Data Analyst,4,2100,4+ years experience in similar role.,2.0,3,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4858,Senior Data Engineer,3,4500,"3 years of experience in a software/technology environment, where you were responsible for architecture, deployment and tracking of distributed batch processing jobs.",2.0,Unknown,,,2,REMOTE,1,1,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4857,Data Engineer,3,2500,"Junior - Mid: 15 - 25 million Gross, Senior - Lead: Negotiable. (Depending on PV results and experience)",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4856,Fresher Ai Engineer,0,425,"Recruit 02 Fresher AI Engineer from 6 months of experience with Python, ML, DL, NLP, Tensorflow, Pytorch (Database); Offer 6-10m",1.0,Unknown,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,1,0,0,1,0,9/10/2025
4855,Technology Researcher / Engineer,3,2200,"Experience in researching at least one of the fields of artificial intelligence/ large data/ blockchain, iodine, cloud, ...; Ability to use modern ball tools (Tableeau, Power Bi, ...)",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,1,0,0,1,0,9/10/2025
4854,Senior Data Analyst ( English ),3,2000,3+ years in Data Analyst position for software projects,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4853,Data Analyst,3,1270,"Ability to use Power Bi, SQL and Microsoft Office (Word, Excel and PowerPoint)",1.0,Unknown,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4852,Data Engineer,3,1905,"Having SQL knowledge and working experience with relational databases, the author query (SQL) as well as working familiar with many types of databases",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4851,Supply Chain Analyst,2,1500,At least 1.5 years of experience in Supply Chain/Business/Data Analytics. Retail Supply Chain and/or E-commerce experience is highly valued.,1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4850,Senior Data Analyst ( Supply Chain ),3,2200,From 3-6 years of experience for Data Analyst or Business Analyst or Business Intelligence position.,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4849,Data Engineer ( Operations ),1,2000,Minimum 1 year working in data engineer positions or related fields,1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4848,Data Analyst,1,2200,At least 1 year of experience location of data analysis using ball tools;,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4846,Senior Data Engineer ( Fpt Is ),5,2200,"FPT IS - HN #FIS needs to recruit #senior data engineer, over 5 years of experience, priority has given teamlead or PM project experience",2.0,3,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4838,"Analyst / Senior Analyst, Strategy & Analytics",3,4000,"Bangkok Based, Relocation Provided; Minimum 3 years of experience working in business analysis / data analytics / business intelligence/ consulting or financial modeling roles in e-commerce, tech, consulting or financial services companies",2.0,Unknown,,,2,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4836,Data & Digital Strategy Intern,0,250,Background in Digital/ Data/ Planning is an advantage; Can commit to 4-month internship,0.0,Unknown,,,0,HCMC,1,0,Fulltime,Contract,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4835,Data Engineer,3,3000,"Proficient in database query languages ??such as SQL and NOSQL; Knowledge of storage programming, dispersing data processing, large data processing (Hadoop, Spark, ElasticSearch, etc.);",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4833,"Senior | Alm, Ftp - Financial Consulting",3,3000,"Database and programming kinh nghi?m and exposure in the use of various tools such as Quantitative, SQL, Oracle, R, etc. should be a privilege; Strong analytical and mathematic sense;",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4832,Data Analyst Leader,4,2500,4+ years experience in Data Analytics or Business Intelligence Excellent analytical skills and problem-solving aptitude,2.0,3,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4831,Data Analyst,3,2795,Up to 55M VND/ month (net); Minimum 3 years of experience; Must relocate to Makati - Philippines after receiving the offer (notice period is 30 days).,2.0,Unknown,,,2,PHILIPPINES,0,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4830,Big Data Engineer ( Python ),3,3000,"Good programming skills using Python; Knowledge of data structures, and algorithms with complexities",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4829,"Risk Management And Digitalization, Lead",3,2200,"Knowledge of Big Data, Machine Learning, AI",2.0,3,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4828,Senior Business Intelligence Analyst,3,2200,"3-5 years of experience or more related to reporting and analysis; Priority is given to candidates who have the ability to report and analyze the use of multi -tools (Excel, Bi Tools, Python, R, ...)",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,9/10/2025
4825,Performance Marketing Specialist,2,1250,"Experience in managing, using data features and data analysis: Google Analytics, Google Data Studio, CRM tool, WordPress, Meta Business Suitite, Google Ads ...;",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4824,Actuarial Associate Manager,3,3500,"A good university degree in a subject with significant exposure to actuarial, finance, mathematics and/or statistics/ with good progress in Actuarial exams.",2.0,4,,,2,VIETNAM,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4822,Ai Engineer,2,2500,"At least 2 years experiences in Digital Image Processing and Computer Vision; Familiar with Digital Image Processing, Computer Vision, Machine learning, Deep Learning (2D & 3D, OpenGL, Point cloud, etc).",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,1,0,0,1,0,9/10/2025
4819,Data Engineer ( Tableau ),3,2200,"hien.nt@adamosoft.com works 5-6 hours a day (of which at least 4 hours of work, priority in the morning)",2.0,Unknown,,,2,HANOI,1,0,"Part-time,",Freelance,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4818,Data Engineer ( Etl Specialist ),3,2200,"Proficient programming languages: C#, VB.NET, SQL, PL / SQL, Visual Fox; Proficient Database: Oracle, SQL Server, Visual Fox, MS Access; Can using Data Modeling tools: Erwin, Power Designer",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4817,Financial Data Analysis,1,550,"Proficient in Microsoft Excel, Power Bi, SAP and all other financial systems; Experience 1-2 years in the same or related role",1.0,Unknown,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4816,Risk Analysis Executive,1,1800,"Strong kinh nghi?m of database and reporting tools (SQL, SAS, Oracle, etc.); Proficient in use of Excel, SQL language; Good kinh nghi?m of SAS, R language, Python, Tableau... to support for work.",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4815,Hr Data Analyst,2,1800,Having at least 2 years of experience in analysis and data reporting and personnel,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4814,Data Analytics Manager,3,2800,2+ years of experience in a management position;,4.0,Unknown,,,4,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4813,Data Architect,4,2500,Hanoi VPBank recruited Data Architect from 4 years of experience.,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4811,Data Backend,3,2200,Client based in Hongkong is urgently looking for 1 ???????? ?????????????? (???????????? ?????? ??????); 3+ years of experience working with ETL tools or data pipelines in production environments,2.0,Unknown,,,2,REMOTE,1,1,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4810,Data Engineer,3,1695,"(Thanh Xuan, Hanoi) Data Engineer: salary 25-40 million; From 3 years of experience Data Engineer location",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4809,Governance / Data Privacy,4,5000,HCM Manpower recruits the location of Senior Data Analysta Governance/ Data Analysta Privacy (Remote) UP TO $ 5000; From 4 years of experience in the Data Privacy position,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4806,Data Technical Ba,5,3500,"5+ years of experience in design & development of data pipelines; 3+ years experience with AWS Glue, EMR, Spark, Python / Pyspark is a must; 3+ years experience with planning & executing testing for data pipelines",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4804,"Ai Engineer, Zalo Ai",3,2500,"Experience as an AI Engineer or data scientist, either in academia or in industry; Proficiency with deep learning frameworks such as PyTorch, and TensorFlow",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,1,0,0,1,0,9/10/2025
4803,Senior Bi Specialist ( 12-Months ),3,3000,Significant commercial experience as a BI specialist or similar; Hybrid working environment.,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Contract,Hybrid,Unknown,0,0,0,0,1,0,0,9/10/2025
4802,Senior Performance Marketing,3,1060,"At least 3 years of experience in the relevant position; Proficient in Excel and analytical tools such as Google Analytics, Google Data Studio, ..",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4801,Data Analyst,3,1800,"Strong kinh nghi?m of and experience with reporting packages and other visualization tools (Tableau, DataStudio, Looker).",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4800,Financial Analyst,3,1000,"Advanced kinh nghi?m of Excel & analysis tools; At least 3 years of experience in accounting - auditing, financial analysis, and Big4 auditing.",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
4799,Artificial Intelligence ( Ai ) Trainer,3,3000,"Bachelor's degree in Computer Science, Data Science, AI, or a related field. A Master's degree or higher will be an added advantage.",1.0,2,,,1,REMOTE,1,1,Fulltime,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,9/10/2025
4798,Data Governance Specialist,4,5000,"At least 4 years of experience being in charge of Data Privacy or a relative position; Education: A Bachelors or Masters degree in computer science, data science, or a related field is required.",2.0,Unknown,,,2,REMOTE,1,1,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
4797,Lead Data Engineer,9,4000,9+ years of experience and must have a computer science /IT background.,2.0,3,,,2,HANOI,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4795,Data Scientist ( Fpt Telecom ),2,1485,"Understand the techniques and algorithms Machine Learning, such as KN-SNN, Naive Bayes, SVM, Decision Tree, Random Forests, ...",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,9/10/2025
4793,Data Engineer,3,2500,"Proficient in SQL; experience with one of the programming languages such as Python, Java, and scripting",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
4792,Data Developer,2,2500,"2+ years of experience in relevant role; Proficient with some of the modern relational databases such as Oracle, DB2, and SQL Server",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
